Sr. No.,State_Name_With_LGD_Code,District_Name_With_LGD_Code,Block_Name_With_LGD_Code,GP_Name_With_LGD_Code,Village,Site_Name,TYPE,SOURCE,Well_ID,Latitude,Longitude,Well_Depth (meters),Aquifer,Pre-monsoon_2015 (meters below ground level),Post-monsoon_2015 (meters below ground level),Pre-monsoon_2016 (meters below ground level),Post-monsoon_2016 (meters below ground level),Pre-monsoon_2017 (meters below ground level),Post-monsoon_2017 (meters below ground level),Pre-monsoon_2018 (meters below ground level),Post-monsoon_2018 (meters below ground level),Pre-monsoon_2019 (meters below ground level),Post-monsoon_2019 (meters below ground level),Pre-monsoon_2020 (meters below ground level),Post-monsoon_2020 (meters below ground level),Pre-monsoon_2021 (meters below ground level),Post-monsoon_2021 (meters below ground level),Pre-monsoon_2022 (meters below ground level),Post-monsoon_2022 (meters below ground level)
523,Gujarat_24,Sabarkantha_458,Vadali_3762,Kambosani_260632,Kambosani,Kambosani,Dug Well,SGWD,SK-039,23.96806,72.92389,25.1,Unconfined,9.0,8.5,15.6,13.4,14.0,0.8,14.2,8.9,15.1,4.8,17.6,1.1,7.0,6.8,14.2,9.8
524,Gujarat_24,Sabarkantha_458,Vadali_3762,Mahor_164922,Mahor,Mahor,Dug Well,SGWD,SK-047,23.97583,72.86056,21.8,Unconfined,12.5,8.8,14.2,9.4,15.9,4.3,13.8,13.3,16.5,12.3,17.5,9.7,14.6,11.5,17.2,8.7
525,Gujarat_24,Sabarkantha_458,Vadali_3762,Nadri_164925,Nadri,,Piezometer,SGWD,G_1_SK_030,24.0,72.99,60.0,Unconfined,11.0,5.4,10.3,5.6,10.2,1.2,10.0,5.9,11.6,3.6,11.7,4.8,11.9,9.6,11.0,3.0
526,Gujarat_24,Sabarkantha_458,Vadali_3762,Vaghpur_260630,Vaghpur,Kesharpura,Dug Well,CGWB,W235455073084301,23.91528,73.14528,30.0,Unconfined,23.15,14.75,24.85,15.02,25.8,12.75,20.37,16.1,25.08,11.85,23.57,20.55,19.75,20.15,27.25,21.68
527,Haryana_6,Bhiwani_59,Behal_455,Behal_28277,Behal,PANCHAYATI NEAR CO OPERATIVE SOSAYATI OFFICE,Piezometer,SGWD,Be_28.636_75.616,28.6361,75.6163,90.0,Unconfined to Semi Confined,55.6,55.65,55.59,69.7,71.34,71.7,72.42,71.35,72.45,72.55,73.0,73.2,74.15,73.9,75.5,76.0
528,Haryana_6,Bhiwani_59,Behal_455,Bidhnoi_28279,Bidhnoi,BANWARI LAL L.H.S OF ROAD,Tube Well,SGWD,Bi_28.651_75.723,28.6511,75.723,150.0,Unconfined to Semi Confined,55.63,55.45,55.71,56.8,57.5,58.0,58.72,58.74,58.88,58.4,59.12,59.4,60.5,60.1,62.0,62.5
529,Haryana_6,Bhiwani_59,Behal_455,Budheri_28280,Budheri,CH. AMAR SINGH R.H.S GARANPURA ROAD,Tube Well,SGWD,Bu_28.57_75.703,28.5698,75.703,150.0,Unconfined to Semi Confined,65.63,65.8,66.02,66.98,67.95,68.45,69.45,69.5,69.79,70.81,71.65,71.8,72.9,72.2,74.0,74.4
530,Haryana_6,Bhiwani_59,Behal_455,Chehar Khurd_28282,Chehar Khurd,SCHOOL GROUND,Piezometer,SGWD,Ch_28.602_75.698,28.6021,75.6982,110.0,Unconfined to Semi Confined,80.67,80.7,80.13,80.55,81.65,83.17,84.05,84.46,94.14,94.31,95.0,95.4,96.2,95.8,97.5,97.8
531,Haryana_6,Bhiwani_59,Behal_455,Gopalwas_28284,Gopalwas,PANCHAYATI NEAR DHARAMSHALA,Tube Well,SGWD,Go_28.706_75.707,28.7058,75.7067,50.0,Unconfined to Semi Confined,41.31,41.3,39.82,40.05,40.8,41.2,42.15,40.5,42.2,42.63,43.0,43.4,44.9,44.5,46.0,46.4
532,Haryana_6,Bhiwani_59,Behal_455,Kasni Kalan_28286,Kasni Kalan,NEKIRAM NORTH SIDE OF VILLAGE,Tube Well,SGWD,Ka_28.679_75.689,28.6789,75.6893,120.0,Unconfined to Semi Confined,45.62,45.7,45.82,46.0,46.5,46.9,47.42,47.48,47.7,47.43,48.17,48.4,50.0,49.7,51.5,51.8
533,Haryana_6,Bhiwani_59,Behal_455,Noorsar_28291,Noon Sar,Near village road,Piezometer,SGWD,No_28.673_75.74,28.6731,75.7402,85.0,Unconfined to Semi Confined,53.86,54.0,52.32,53.3,54.4,55.1,55.15,53.38,55.18,55.4,56.5,56.75,57.6,57.4,59.5,59.9
534,Haryana_6,Bhiwani_59,Behal_455,Paju_28293,Paju,Near village road,Tube Well,SGWD,Pa_28.568_75.679,28.5679,75.6786,150.0,Unconfined to Semi Confined,81.49,81.6,81.04,81.94,83.04,83.94,84.64,84.0,84.71,84.86,85.26,85.65,86.4,86.1,88.0,88.6
535,Haryana_6,Bhiwani_59,Behal_455,Patwan_28294,Patwan,PANCHAYATI NORTH OF VILLAGE,Tube Well,SGWD,Pa_28.646_75.591,28.6464,75.5908,150.0,Unconfined to Semi Confined,55.67,56.82,56.98,57.1,57.2,58.0,59.3,59.39,59.6,59.96,60.28,60.5,61.7,61.0,62.5,63.1
536,Haryana_6,Bhiwani_59,Behal_455,Serla_28298,Serla,HARPAL IN VILLAGE OF R.H.S FROM ROAD,Tube Well,SGWD,Se_28.634_75.687,28.6335,75.6866,150.0,Unconfined to Semi Confined,55.69,55.7,55.85,56.9,57.8,58.4,58.8,58.85,58.96,59.1,60.05,60.3,61.5,61.2,63.0,63.4
537,Haryana_6,Bhiwani_59,Behal_455,Sirsi_28300,Sarsi,PANCHAYATI NEAR CHAKI OF LUXMAN,Tube Well,SGWD,Sa_28.594_75.671,28.5944,75.6714,150.0,Unconfined to Semi Confined,68.03,68.23,68.4,69.5,69.85,70.2,71.95,71.98,72.17,72.4,72.7,73.2,74.3,73.9,75.5,75.9
538,Haryana_6,Bhiwani_59,Behal_455,Surpura Kalan_28297,Surpara Kalan,PANCHAYATI NEAR PANCHYAT GHAR,Tube Well,SGWD,Su_28.673_75.624,28.6733,75.6245,150.0,Unconfined to Semi Confined,55.53,55.42,55.62,55.72,56.05,56.95,57.82,57.86,57.9,58.14,58.05,58.45,59.6,59.4,61.5,61.8
539,Haryana_6,Bhiwani_59,Kairu_459,Devrala_28485,Devrala,PANCHAYATI MIDDLE OF VILLAGE,Tube Well,SGWD,De_28.69_75.811,28.69,75.8114,75.0,Unconfined to Semi Confined,46.2,46.38,47.0,46.1,47.1,47.3,48.0,47.95,48.05,47.89,48.55,48.7,49.9,49.5,50.2,50.0
540,Haryana_6,Bhiwani_59,Kairu_459,Golagarh_28487,Gola Garh,PANCHAYATI NEAR BUSTAND,Tube Well,SGWD,Go_28.648_75.969,28.6482,75.9689,40.0,Unconfined to Semi Confined,25.82,26.0,27.0,27.6,27.9,28.0,28.5,28.45,28.18,26.78,29.0,29.35,30.9,31.0,31.75,31.5
541,Haryana_6,Bhiwani_59,Kairu_459,Hetampura_28488,Hetampura,PANCHAYATI BACK SIDE OF VILLAGE,Dug Well,SGWD,He_28.701_75.99,28.7009,75.9904,53.0,Unconfined to Semi Confined,11.64,12.07,11.85,11.5,13.1,12.9,14.35,16.1,16.1,15.48,16.5,16.7,17.6,17.3,18.2,17.8
543,Haryana_6,Bhiwani_59,Kairu_459,Jitwanbass_28490,Jitwanwas,RAMJI LAL JAT BEHIND HOUSE RAMSAWROOP,Tube Well,SGWD,Ji_28.703_75.952,28.7034,75.9516,44.0,Unconfined to Semi Confined,9.02,8.8,8.7,8.78,9.7,9.5,9.8,9.0,9.18,9.06,10.02,10.25,11.3,11.7,11.9,11.3
544,Haryana_6,Bhiwani_59,Kairu_459,Jui Kalan_28492,Jui,PANCHAYATI NEAR H.S.E.B. OFFICE,Piezometer,SGWD,Ju_28.633_75.933,28.633,75.9329,45.0,Unconfined to Semi Confined,31.57,31.89,32.0,32.1,32.8,33.05,33.25,33.21,33.3,31.93,34.0,34.4,35.2,35.0,35.8,35.0
546,Haryana_6,Bhiwani_59,Kairu_459,Kairu-1_28494,Kairu,MANDIR WELL IN FRONT OF BUSTAND,Tube Well,SGWD,Ka_28.694_75.884,28.6944,75.8844,38.0,Unconfined to Semi Confined,13.97,14.1,14.7,13.75,14.69,14.45,15.15,14.15,14.6,13.63,15.0,15.7,16.4,16.6,17.4,16.8
547,Haryana_6,Bhiwani_59,Kairu_459,Kairu-1_28494,Kairu,Near main road of the village in north,Piezometer,SGWD,Ki_28.694_75.884,28.6944,75.8844,48.0,Unconfined to Semi Confined,14.22,14.17,14.6,14.9,14.4,14.4,15.0,15.1,15.18,14.07,15.67,16.1,17.2,17.5,17.9,17.1
548,Haryana_6,Bhiwani_59,Kairu_459,Khaparwas_28497,Khaparwas,PANCHAYATI IN FRONT OF SCHOOL,Tube Well,SGWD,Kh_28.695_75.826,28.695,75.8259,49.0,Unconfined to Semi Confined,34.98,35.5,35.4,36.5,34.95,35.05,35.9,35.8,35.91,34.69,37.0,37.4,38.6,38.0,38.7,38.5
549,Haryana_6,Bhiwani_59,Kairu_459,Khariyawas_28498,Kheriawas,PANDCHAYATI IN FRONT OF DHARAMSHALA,Dug Well,SGWD,Kh_28.733_75.844,28.7333,75.8442,50.0,Unconfined to Semi Confined,17.35,17.45,17.3,17.53,17.8,17.7,18.1,18.05,18.1,16.28,18.5,18.7,19.2,19.0,19.65,19.2
550,Haryana_6,Bhiwani_59,Kairu_459,Kusumbhi_28500,Kasumbhi,MAHANJAN WELL NEAR VILLAGE FROM LOHARU ROAD,Dug Well,SGWD,Ka_28.729_76.036,28.7292,76.0362,35.0,Unconfined to Semi Confined,9.1,9.27,9.65,8.5,9.05,8.94,9.45,7.05,7.59,6.32,8.1,8.3,9.2,9.0,9.9,9.2
551,Haryana_6,Bhiwani_59,Kairu_459,Lalawas_28502,Lalawas,PANCHAYATI ON THE POND,Tube Well,SGWD,La_28.638_75.9,28.6384,75.8995,42.0,Unconfined to Semi Confined,21.82,23.0,24.33,23.9,24.5,24.6,25.1,24.1,24.5,23.48,25.0,25.2,26.5,26.2,26.9,26.5
552,Haryana_6,Bhiwani_59,Kairu_459,Legha Hetwan_28503,Leghan Hetwan,PALU NUMBERDAR LHS OF ROAD,Dug Well,SGWD,Le_28.706_75.966,28.7064,75.9657,52.0,Unconfined to Semi Confined,11.08,11.35,11.55,10.7,11.6,11.45,11.0,10.5,10.7,9.97,11.52,11.8,12.9,12.8,14.1,13.8
553,Haryana_6,Bhiwani_59,Kairu_459,Lohani_28504,Chainpura,North west of Jaisingh Punia Mehal,Dug Well,SGWD,Ch_28.671_76.067,28.6714,76.0669,40.0,Unconfined to Semi Confined,7.48,6.81,8.16,8.21,9.16,6.96,7.96,6.36,7.06,7.03,7.88,8.05,8.7,8.3,8.85,8.6
554,Haryana_6,Bhiwani_59,Kairu_459,Lohani_28504,Lohani,SHRI HARIJAN WELL NEAR BUS STOP LEFT SIDE OF LOHANI TO KAIRU ROAD,Dug Well,SGWD,Lo_28.705_76.042,28.7049,76.0424,34.0,Unconfined to Semi Confined,10.04,11.92,12.52,11.57,12.18,12.03,13.62,12.62,12.89,11.42,13.0,13.25,14.3,14.0,14.8,14.2
555,Haryana_6,Bhiwani_59,Kairu_459,Lohani_28504,Lohani,Lohani,Dug Well,CGWB,Lo_28.711_76.045,28.7117,76.0458,28.0,Unconfined to Semi Confined,8.61,11.92,9.42,11.57,9.2,3.81,9.87,10.02,11.57,10.27,10.28,14.36,11.14,10.04,18.2,10.87
556,Haryana_6,Bhiwani_59,Kairu_459,Pohkarwas_28508,Pokerwas,PANCHAYAT ON THE BUSTAND,Dug Well,SGWD,Po_28.62_75.903,28.6197,75.9026,46.0,Unconfined to Semi Confined,30.5,30.66,31.0,31.7,32.0,32.5,33.2,33.17,33.25,33.17,34.0,34.25,35.1,34.5,35.25,35.0
557,Haryana_6,Bhiwani_59,Kairu_459,Sungerpur_28510,Sungarpur,DHANKAS BESIDE MIDDLEW SCHOOL LHS OF DEVRALA APP ROAD,Dug Well,SGWD,Su_28.748_75.871,28.7484,75.8707,50.0,Unconfined to Semi Confined,12.75,13.25,12.95,12.53,12.95,13.07,13.35,12.35,12.89,12.11,13.38,13.7,14.7,14.6,15.3,15.0
559,Haryana_6,Bhiwani_59,Loharu_460,,Sohshara,Near SC Dharamshala,Tube Well,SGWD,So_28.41_75.863,28.41,75.863,120.0,Unconfined to Semi Confined,52.95,53.0,53.12,54.2,55.3,56.86,57.8,57.87,58.8,59.5,60.0,60.15,61.4,61.0,62.5,62.85
560,Haryana_6,Bhiwani_59,Loharu_460,Baralu_28515,Baralu,Near village road,Piezometer,SGWD,Ba_28.52_75.724,28.5203,75.724,132.0,Unconfined to Semi Confined,72.0,72.0,72.1,73.2,74.3,74.6,74.95,75.56,75.6,76.65,76.42,76.6,77.8,77.5,79.5,79.8
561,Haryana_6,Bhiwani_59,Loharu_460,Bardu Mugal_28518,Bardu Mugal,PANCHAYATI WEST SIDE,Tube Well,SGWD,Ba_28.649_75.786,28.6493,75.7864,150.0,Unconfined to Semi Confined,56.36,56.2,56.5,57.4,58.5,59.1,60.1,60.64,60.22,61.24,62.57,63.1,63.6,63.4,65.0,65.6
562,Haryana_6,Bhiwani_59,Loharu_460,Budhera_28522,Budhera,PANCHAYATI NEAR SURAJ RAM RESIDENCE,Tube Well,SGWD,Bu_28.605_75.762,28.6052,75.7618,150.0,Unconfined to Semi Confined,62.74,62.54,62.82,63.9,65.0,65.7,66.42,66.45,66.52,66.85,67.95,68.7,69.9,69.5,71.0,71.5
563,Haryana_6,Bhiwani_59,Loharu_460,Damkora_28523,Damkora,175 meters in north from Chaudhary Farmhouse,Tube Well,SGWD,Da_28.506_75.714,28.5056,75.7141,120.0,Unconfined to Semi Confined,64.45,64.75,64.84,65.9,67.0,67.4,68.4,68.48,68.52,69.55,69.35,70.2,71.4,71.2,73.0,73.4
564,Haryana_6,Bhiwani_59,Loharu_460,Dhigawa Jattan_28528,Digawa,DULI CHAND S/O MOHAN SINGH R.H.S OF BHIWANI TO LOHARU ROAD,Piezometer,SGWD,Di_28.583_75.818,28.5828,75.8176,110.0,Unconfined to Semi Confined,53.53,53.8,53.63,54.0,55.4,55.9,56.2,56.23,56.4,56.63,58.12,58.4,59.6,59.7,61.5,62.1
565,Haryana_6,Bhiwani_59,Loharu_460,Dhigawa Shamiyan_28529,Dighawa Shyama,South west of Cricket ground Dighawa Shyama,Tube Well,SGWD,Di_28.573_75.822,28.5731,75.8223,145.0,Unconfined to Semi Confined,57.5,57.0,57.58,58.5,60.0,60.7,61.8,61.87,61.92,62.45,61.46,62.1,63.5,63.0,65.0,65.5
566,Haryana_6,Bhiwani_59,Loharu_460,Gagarwas_28533,Gagarwas,"West of Govt primary school, Gagarwas",Tube Well,SGWD,Ga_28.45_75.874,28.4497,75.8737,140.0,Unconfined to Semi Confined,52.05,52.15,52.28,53.3,54.5,55.0,56.1,56.18,57.18,58.0,58.57,58.85,60.2,60.3,62.0,62.5
567,Haryana_6,Bhiwani_59,Loharu_460,Gignow_28534,Gignow,East of the village settlement,Tube Well,SGWD,Gi_28.488_75.796,28.4881,75.7963,150.0,Unconfined to Semi Confined,58.47,58.65,58.82,59.9,61.1,62.05,63.05,63.12,63.2,63.83,63.8,64.05,65.2,65.3,67.0,67.4
568,Haryana_6,Bhiwani_59,Loharu_460,Jhanjhra Hasanpur_28537,Dhani Ahemad,West of main road,Tube Well,SGWD,Dh_28.519_75.746,28.5194,75.7459,150.0,Unconfined to Semi Confined,69.66,70.0,70.08,71.1,72.5,73.2,74.1,74.19,74.28,75.31,75.7,75.9,76.7,76.5,78.5,78.8
569,Haryana_6,Bhiwani_59,Loharu_460,Jhumpa Kalan_28538,Jhopha Kalan,North of the village settlement,Tube Well,SGWD,Jh_28.495_75.829,28.4953,75.824,150.0,Unconfined to Semi Confined,57.24,57.5,57.66,58.7,60.1,60.9,61.7,61.76,61.85,62.89,62.6,63.2,64.9,64.8,66.5,66.9
570,Haryana_6,Bhiwani_59,Loharu_460,Jhumpa Kalan_28538,Loharu,G.W.C IN BDPO,Dug Well,SGWD,Lo_28.488_75.816,28.4881,75.8159,100.0,Unconfined to Semi Confined,61.33,61.45,61.65,67.3,69.25,70.1,70.9,71.0,71.3,71.55,72.87,73.1,74.5,75.5,77.0,77.3
571,Haryana_6,Bhiwani_59,Loharu_460,Kural_28542,Kural,SEO CHAND IN FRONT OF OWNER HOUSE,Tube Well,SGWD,Ku_28.62_75.855,28.6199,75.8547,45.0,Unconfined to Semi Confined,34.12,34.5,34.64,35.8,36.5,37.0,38.0,38.04,38.15,38.27,39.55,40.2,41.3,41.1,42.5,43.2
572,Haryana_6,Bhiwani_59,Loharu_460,Nakipur_28545,Naki Pur,PANCHAYATI NEAR HOUSE OF HARI DATTA,Tube Well,SGWD,Na_28.57_75.739,28.5699,75.7392,150.0,Unconfined to Semi Confined,73.24,73.56,73.72,74.8,75.7,76.6,70.6,70.67,70.76,70.91,72.28,72.5,73.6,73.2,75.0,75.4
573,Haryana_6,Bhiwani_59,Loharu_460,Singhani_28547,Sighani,East of Baba Madiya Misth Bhandar,Tube Well,SGWD,Si_28.524_75.797,28.5239,75.7971,150.0,Unconfined to Semi Confined,61.62,61.85,62.02,63.1,64.4,65.2,64.2,64.28,64.35,65.37,65.93,66.4,67.8,68.5,70.0,70.4
575,Haryana_6,Bhiwani_59,Tosham_462,Alampur_28590,Alampur,PANCHAYTI IN FRONT OF SCHOOL,Tube Well,SGWD,Al_28.794_75.86,28.7939,75.8598,78.0,Unconfined to Semi Confined,9.8,9.3,10.75,10.56,10.2,9.0,11.8,11.13,8.8,8.57,10.07,10.25,10.8,11.1,11.3,11.0
576,Haryana_6,Bhiwani_59,Tosham_462,Baganwala_28592,Baganwala,MUSSADI LAL S/o SEO PRASAD 'NEAR OWNER HOUSE,Dug Well,SGWD,Ba_28.875_75.888,28.875,75.8881,24.0,Unconfined to Semi Confined,11.2,10.53,11.2,12.15,12.3,10.15,11.2,9.0,9.05,8.85,9.95,10.1,10.75,10.7,11.1,10.7
577,Haryana_6,Bhiwani_59,Tosham_462,Bajina_28593,Bajina,RAJ PUTANA BHIWANI ROAD ON BUS STAND,Dug Well,SGWD,Ba_28.763_75.983,28.7625,75.9831,27.0,Unconfined to Semi Confined,12.7,13.0,13.5,12.61,13.3,12.6,14.1,13.9,13.93,13.25,13.0,13.25,13.85,13.2,13.5,14.0
578,Haryana_6,Bhiwani_59,Tosham_462,Bajina_28593,Bajina,Bajina,Dug Well,CGWB,Ba_28.762_75.983,28.7625,75.9831,25.0,Unconfined to Semi Confined,12.62,12.55,13.37,12.61,14.63,12.97,13.94,13.36,13.67,12.8,13.53,13.88,14.19,13.82,13.5,13.63
579,Haryana_6,Bhiwani_59,Tosham_462,Bidola_28595,Bidola,200 meters in South of Pond,Dug Well,SGWD,Bi_28.831_75.807,28.8313,75.8071,34.0,Unconfined to Semi Confined,9.55,9.7,10.2,9.2,10.1,8.3,10.7,9.6,9.75,9.5,10.1,10.4,10.7,10.5,10.75,10.3
580,Haryana_6,Bhiwani_59,Tosham_462,Busan_28596,Busan,RAMESHWAR WELL LHS OF KATWAR ROAD NEAR VET.HOSPITAL,Dug Well,SGWD,Bu_28.78_75.78,28.78,75.7796,32.0,Unconfined to Semi Confined,14.95,15.62,15.17,15.3,15.2,15.08,17.8,16.7,16.05,15.9,16.72,16.95,17.6,17.5,17.85,17.2
581,Haryana_6,Bhiwani_59,Tosham_462,Chhapar Rangran_28598,Chappar Rangran,PANCHAYTI L.H.S. OF GARAN PURA ROAD,Dug Well,SGWD,Ch_28.855_75.807,28.8547,75.8069,26.0,Unconfined to Semi Confined,10.2,9.7,10.4,9.8,10.7,9.7,10.9,9.1,9.08,9.68,9.41,9.75,10.3,10.1,10.4,9.9
582,Haryana_6,Bhiwani_59,Tosham_462,Dadam_28599,Dadam,SHEORAN WELL IN FRONT OF SCHOOL,Dug Well,SGWD,Da_28.868_75.841,28.8681,75.8407,29.0,Unconfined to Semi Confined,18.4,17.9,18.75,18.4,18.65,18.55,19.44,18.4,18.48,18.0,18.52,18.75,19.6,19.5,19.75,19.4
583,Haryana_6,Bhiwani_59,Tosham_462,Dhani Mahu_28604,Dhanimahu,PANCHAYTI 'ON BUS STAND IN FRONT OF MINI BANK,Dug Well,SGWD,Dh_28.763_75.948,28.7497,75.8955,30.0,Unconfined to Semi Confined,16.6,16.75,17.0,16.8,17.1,16.8,17.15,16.9,16.95,16.75,16.4,16.65,17.3,17.1,17.2,17.5
584,Haryana_6,Bhiwani_59,Tosham_462,Dhani Miran_28605,Miran,Near CHC Miran,Dug Well,SGWD,Mi_28.842_75.739,28.842,75.739,11.0,Unconfined to Semi Confined,4.0,3.9,1.8,3.8,2.7,1.9,3.5,2.5,2.78,2.3,3.82,4.05,4.7,5.0,5.3,5.0
585,Haryana_6,Bhiwani_59,Tosham_462,Dhani Miran_28605,Miran,Miran,Dug Well,CGWB,Mi_28.8472_75.7416,28.8472,75.7417,26.0,Unconfined to Semi Confined,1.6,1.67,1.44,3.8,1.38,1.73,3.34,4.46,3.94,3.72,3.88,3.81,4.32,4.2,5.7,3.6
586,Haryana_6,Bhiwani_59,Tosham_462,Dhani Miran_28605,Miran,Miran-Pz,Piezometer,CGWB,Mi_28.847_75.741,28.8472,75.7417,140.0,Unconfined to Semi Confined,4.28,3.83,4.04,3.78,4.07,3.89,4.18,3.65,3.19,3.31,4.0,3.86,4.27,4.09,4.9,5.0
587,Haryana_6,Bhiwani_59,Tosham_462,Dhani Riwasa_28606,Riwasa,PANCHAYTI ON BUS STAND,Dug Well,SGWD,Ri_28.798_75.964,28.7976,75.9636,40.0,Unconfined to Semi Confined,1.5,2.6,1.5,1.3,1.4,1.4,2.5,1.5,2.28,1.98,3.22,3.4,3.9,4.2,4.5,4.9
588,Haryana_6,Bhiwani_59,Tosham_462,Dulheri_28609,Dulhari,HARIJAN WELL IN FRONT GHISA HOUSE,Dug Well,SGWD,Du_28.803_75.906,28.8026,75.906,28.0,Unconfined to Semi Confined,24.9,24.95,25.35,23.65,25.65,23.75,24.75,24.05,25.06,23.7,26.4,26.75,26.75,26.5,26.8,26.2
589,Haryana_6,Bhiwani_59,Tosham_462,Garanpura Kalan_28610,Garanpura,L.H.S. NEAR ROAD  AND MANDIR,Dug Well,SGWD,Ga_28.896_75.792,28.9064,75.7921,35.0,Unconfined to Semi Confined,3.8,3.5,3.42,3.33,4.1,4.6,5.4,4.8,4.49,4.37,5.26,5.6,6.3,6.2,6.35,6.1
590,Haryana_6,Bhiwani_59,Tosham_462,Hassan_28612,Hasan,PANCHAYATI NEAR MEHTAB S/O HARNAM HOUSE,Tube Well,SGWD,Ha_28.733_75.763,28.7331,75.7632,70.0,Unconfined to Semi Confined,40.0,39.73,40.0,37.65,37.85,37.87,38.55,38.47,36.01,35.73,37.1,37.4,33.9,37.7,34.9,34.4
591,Haryana_6,Bhiwani_59,Tosham_462,Isharwal_28613,Isrwal,CHANDI RAM S/O LUXMAN NEAR WATER TANK,Dug Well,SGWD,Is_28._756_75.715,28.7559,75.7154,23.0,Unconfined to Semi Confined,19.55,18.95,19.65,19.85,20.0,20.95,17.85,16.95,17.05,16.4,17.45,17.65,18.1,18.0,18.45,18.7
592,Haryana_6,Bhiwani_59,Tosham_462,Isharwal_28613,Isharwal,Isharwal,Dug Well,CGWB,Is_28.756_75.714,28.7565,75.7143,37.0,Unconfined to Semi Confined,18.62,18.44,19.17,18.83,19.48,18.52,19.1,18.97,19.66,18.8,18.98,19.7,19.6,23.65,18.45,21.22
593,Haryana_6,Bhiwani_59,Tosham_462,Jhanwari_28615,Jhanwari,North of main village road,Tube Well,SGWD,Jh_28.84_75.874,28.8402,75.874,23.0,Unconfined to Semi Confined,8.5,8.3,9.05,8.9,9.3,7.9,9.8,9.7,9.57,9.3,9.77,9.95,10.6,10.55,10.7,9.8
594,Haryana_6,Bhiwani_59,Tosham_462,Jhully_28616,Jhully,ON APP. ROAD,Tube Well,SGWD,Jh_28.817_75.754,28.8175,75.7536,38.0,Unconfined to Semi Confined,6.4,6.75,6.4,5.8,6.2,6.8,7.4,6.1,6.39,6.25,7.0,7.2,7.8,8.0,8.2,7.9
595,Haryana_6,Bhiwani_59,Tosham_462,Katwar_28617,Katwar,DAHIA WELL LHS OF DHANI RAOD,Dug Well,SGWD,Ka_28.773_75.76,28.7729,75.7599,29.0,Unconfined to Semi Confined,19.78,20.02,20.65,20.5,21.12,20.98,21.0,20.0,22.18,20.4,22.6,22.85,23.4,23.2,23.45,23.1
596,Haryana_6,Bhiwani_59,Tosham_462,Khanak_28618,Khanak,PANCHAYTI NEAR CRUSHER,Dug Well,SGWD,Kh_28.908_75.868,28.9077,75.8683,50.0,Unconfined to Semi Confined,19.6,19.1,20.03,18.95,18.22,15.4,15.9,14.5,14.6,14.18,15.12,15.4,15.95,15.9,16.2,16.0
598,Haryana_6,Bhiwani_59,Tosham_462,Laxmanpura_28622,Lachhmanpur,Lachhmanpur,Dug Well,CGWB,La_28.830_75.876,28.8303,75.8769,22.0,Unconfined to Semi Confined,9.51,9.7,10.15,9.86,10.34,9.79,10.41,9.63,9.78,10.71,10.38,10.36,10.72,10.93,12.5,9.78
599,Haryana_6,Bhiwani_59,Tosham_462,Mandhan_28623,Mandhan,Near Sumit Noonia Farm,Dug Well,SGWD,Ma_28.793_75.729,28.7929,75.7289,11.0,Unconfined to Semi Confined,6.39,5.95,4.25,5.85,6.05,3.85,6.25,4.8,5.09,4.96,6.12,6.25,7.2,7.5,7.75,7.4
600,Haryana_6,Bhiwani_59,Tosham_462,Nigana Kalan_28625,Niganakalan,Near connecting road of Nigana Kalan and Sungarpur,Tube Well,SGWD,Ni_28.781_75.937,28.7806,75.9368,30.0,Unconfined to Semi Confined,19.85,19.55,19.55,19.5,19.3,19.1,19.8,19.3,20.08,19.65,20.55,20.7,21.3,21.5,21.65,20.8
601,Haryana_6,Bhiwani_59,Tosham_462,Nigana Khurd_28626,Nigana Khurd,East of Nigana Kalan,Tube Well,SGWD,Ni_28.778_75.931,28.7783,75.9314,29.0,Unconfined to Semi Confined,20.95,21.5,21.1,21.3,21.17,20.9,21.6,21.1,20.56,18.9,20.7,21.0,21.7,21.8,22.1,21.6
602,Haryana_6,Bhiwani_59,Tosham_462,Patodi Kalan_28627,Pataudi,North of the village settlement,Dug Well,SGWD,Pa_28.795_75.813,28.7953,75.8131,31.0,Unconfined to Semi Confined,14.65,15.13,15.13,15.0,15.4,14.7,16.7,17.0,17.1,16.95,18.0,18.2,18.6,18.4,18.8,17.9
603,Haryana_6,Bhiwani_59,Tosham_462,Pinjokhara_28629,Pinjhokra,Near Gaushala Pinjokra,Dug Well,SGWD,Pi_28.897_75.822,28.8969,75.8224,28.0,Unconfined to Semi Confined,12.8,12.4,13.12,12.52,13.02,12.4,13.1,12.0,12.08,11.5,12.58,12.9,13.4,13.3,13.55,12.8
604,Haryana_6,Bhiwani_59,Tosham_462,Rodha_28631,Rodhan,PANCHAYATI LHS OF BUSTAND ROAD,Dug Well,SGWD,Ro_28.755_75.748,28.7547,75.7482,22.0,Unconfined to Semi Confined,17.0,16.25,16.83,16.4,17.4,17.32,17.3,16.3,16.27,15.9,16.38,16.6,17.2,17.0,17.3,16.9
605,Haryana_6,Bhiwani_59,Tosham_462,Sagwan_28634,Sagban,Near village Settlement,Dug Well,SGWD,Sa_28.872_75.953,28.8722,75.9528,33.0,Unconfined to Semi Confined,4.65,4.3,4.68,3.8,4.2,2.85,3.65,2.85,2.88,2.2,3.42,3.75,4.3,4.15,4.4,3.9
